place_id,name,lat,lng,address,source,num_shops,total_reviews,score_avg_rating,score_review_density,score_variety,score_hours,shop_quality_score,density_score,rz_avg,residential_coverage,zone_breakdown,population_500m,population_score,top_shops
ChIJg2obeayzF2sRA6xlqo1mAUw,Friendly Grocer,-35.3335607,149.0937384,"16 Hughes Pl, Hughes ACT 2605, Australia",google_places,47,1041,5.93,4.64,10.0,3.69,6.65,3.04,1.518,0.732,"{""RZ1"": 266572, ""CF"": 66881, ""PRZ1"": 65609, ""TSZ1"": 30596, ""RZ2"": 181212, ""CZ4"": 8421, ""RZ4"": 20388}",1259,4.55,"[{""name"": ""ACT Tax Agents"", ""rating"": 5, ""reviews"": 12}, {""name"": ""Dorothy Sales Cottages"", ""rating"": 5, ""reviews"": 3}, {""name"": ""European Masters"", ""rating"": 5, ""reviews"": 3}]"
ChIJ0ZWQcS6zF2sRXvNDqh6tBLE,SupaExpress Yarralumla & Local Liquor,-35.30741,149.0977237,"23 Bentham St, Yarralumla ACT 2600, Australia",google_places,60,5028,5.91,7.78,10.0,3.08,7.15,3.07,1.537,0.684,"{""DES"": 67408, ""RZ1"": 202700, ""CF"": 17836, ""PRZ1"": 69694, ""TSZ1"": 30195, ""CZ6"": 6227, ""CZ4"": 10556, ""RZ2"": 235273}",687,2.47,"[{""name"": ""Mortgage Choice Yarralumla - Canberra"", ""rating"": 5, ""reviews"": 105}, {""name"": ""Yarralumla Dental Care - Near Deakin | Red Hill | South Canberra"", ""rating"": 5, ""reviews"": 49}, {""name"": ""Bloom Brows & Body"", ""rating"": 5, ""reviews"": 38}]"
ChIJ732pCEy1F2sR525mc9N8mKk,Woolworths Erindale,-35.4036026,149.098477,"50/68 Comrie St, Wanniassa ACT 2903, Australia",google_places,60,8004,4.01,8.9,10.0,7.15,7.71,3.09,1.89,0.327,"{""CF"": 66122, ""PRZ2"": 42867, ""PRZ1"": 81989, ""TSZ1"": 116384, ""RZ2"": 186052, ""CZ2"": 21422, ""CZ3"": 47052, ""RZ1"": 22919, ""CZ6"": 14082, ""CZ1"": 40249}",663,2.38,"[{""name"": ""Aaron Still Consulting"", ""rating"": 5, ""reviews"": 1}, {""name"": ""One Call Property Services Network PTY LTD"", ""rating"": 5, ""reviews"": 1}, {""name"": ""ACTTECH"", ""rating"": 5, ""reviews"": 1}]"
ChIJ908-QV2zF2sRViYKvPd99gk,Coles Curtin,-35.3256387,149.0824128,"Centre, 51 Curtin Pl, Curtin ACT 2605, Australia",google_places,60,3944,5.29,7.2,10.0,6.18,7.5,4.23,2.114,0.525,"{""RZ1"": 31616, ""CF"": 69146, ""PRZ1"": 130634, ""RZ2"": 269054, ""RZ4"": 35000, ""CZ2"": 15759, ""CZ1"": 24772, ""TSZ1"": 59895, ""CZ3"": 3870}",1154,4.17,"[{""name"": ""Objective Wealth & Mortgages"", ""rating"": 5, ""reviews"": 35}, {""name"": ""Zyto"", ""rating"": 5, ""reviews"": 28}, {""name"": ""SS Cosmetic Tattooing"", ""rating"": 5, ""reviews"": 22}]"
ChIJTchhuKGtF2sRa3IDwS5f3Wo,SupaExpress,-35.2263914,149.0544269,"1/26 Kesteven St, Florey ACT 2615, Australia",google_places,56,3696,5.35,7.2,10.0,6.02,7.48,2.7,1.352,0.673,"{""RZ1"": 279585, ""CF"": 35847, ""TSZ2"": 14858, ""PRZ1"": 77401, ""TSZ1"": 64547, ""RZ2"": 151593, ""CZ4"": 16662}",1364,4.93,"[{""name"": ""Canberra Dental Specialists"", ""rating"": 5, ""reviews"": 45}, {""name"": ""My Canberra Building Inspections ACT"", ""rating"": 5, ""reviews"": 39}, {""name"": ""Arborista Trees"", ""rating"": 5, ""reviews"": 12}]"
actmapi_cz4_m35d19454_149d01959,Local Centre — Dunlop,-35.194542552050194,149.0195889812633,"Dunlop, ACT",actmapi_cz4,19,368,6.39,4.34,6.67,7.12,6.22,2.0,1.0,0.813,"{""RZ1"": 521095, ""PRZ1"": 69813, ""CZ4"": 2858, ""TSZ1"": 47043}",1977,7.16,"[{""name"": ""UREMIT PTY LTD"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Canberra shower repair"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Lance Hill Av after Shoobridge Cct"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d17151_149d14304,Local Centre — Forde,-35.171508839720154,149.1430375462976,"Forde, ACT",actmapi_cz4,60,2253,4.49,5.87,9.17,2.86,6.08,6.05,3.023,0.455,"{""PRZ1"": 203823, ""RZ3"": 276885, ""TSZ1"": 73509, ""CZ5"": 32664, ""CF"": 31533, ""CZ4"": 7573, ""RZ4"": 12281, ""RZ1"": 2736}",1208,4.36,"[{""name"": ""Success Tax Professionals Forde"", ""rating"": 5, ""reviews"": 34}, {""name"": ""Change Yoga & Wellness Forde"", ""rating"": 5, ""reviews"": 21}, {""name"": ""Terry Johnson Legal"", ""rating"": 5, ""reviews"": 9}]"
actmapi_cz4_m35d16139_149d13905,Local Centre — Bonner,-35.16138869166222,149.13904958034237,"Bonner, ACT",actmapi_cz4,31,916,5.26,5.31,8.33,7.25,6.74,4.49,2.245,0.638,"{""RZ1"": 154218, ""RZ3"": 254486, ""PRZ1"": 113134, ""TSZ1"": 74400, ""TSZ2"": 65, ""CZ4"": 5377, ""CF"": 39419}",2197,7.96,"[{""name"": ""Let's Pour Acrylic N Resin"", ""rating"": 5, ""reviews"": 6}, {""name"": ""Mobourne St before Ben Blakeney St"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Bush Capital"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d35242_149d07597,Local Centre — Chifley,-35.352423022078945,149.07596966543792,"Chifley, ACT",actmapi_cz4,45,1344,6.25,5.34,10.0,0.0,6.13,2.7,1.352,0.574,"{""DES"": 100752, ""RZ1"": 244323, ""CF"": 43238, ""PRZ1"": 87383, ""NUZ3"": 2139, ""TSZ1"": 34119, ""RZ2"": 119228, ""CZ4"": 5090, ""RZ4"": 3275}",1098,3.96,"[{""name"": ""Noticeably Clean Windows"", ""rating"": 5, ""reviews"": 49}, {""name"": ""Photox - Canberra Photography Services"", ""rating"": 5, ""reviews"": 24}, {""name"": ""EQUIPD Allied Health"", ""rating"": 5, ""reviews"": 18}]"
actmapi_cz4_m35d24112_149d09215,Local Centre — Bruce,-35.241117558988726,149.09214639040144,"Bruce, ACT",actmapi_cz4,60,2518,5.24,6.13,10.0,2.38,6.51,5.13,3.103,0.331,"{""CF"": 147475, ""PRZ1"": 55889, ""CZ4"": 18980, ""CZ5"": 149094, ""RZ4"": 21916, ""RZ3"": 189858, ""TSZ1"": 48579, ""TSZ2"": 8768}",2123,7.69,"[{""name"": ""Canberra Antennas"", ""rating"": 5, ""reviews"": 135}, {""name"": ""The Nomad Captures"", ""rating"": 5, ""reviews"": 7}, {""name"": ""Oxide Interactive"", ""rating"": 5, ""reviews"": 4}]"
actmapi_cz4_m35d33671_149d03242,Local Centre — Duffy,-35.33671209286517,149.0324184867533,"Duffy, ACT",actmapi_cz4,29,281,6.57,2.78,6.67,7.25,5.98,2.9,1.448,0.755,"{""RZ1"": 266561, ""CF"": 38098, ""PRZ1"": 78728, ""CZ4"": 6865, ""RZ2"": 216652, ""TSZ1"": 32873}",1324,4.79,"[{""name"": ""K lash and beauty"", ""rating"": 5, ""reviews"": 16}, {""name"": ""Capital Woodfired Pizza Catering"", ""rating"": 5, ""reviews"": 15}, {""name"": ""Hq flooring"", ""rating"": 5, ""reviews"": 9}]"
actmapi_cz4_m35d20872_149d07354,Local Centre — Evatt,-35.20871878245099,149.07353678523282,"Evatt, ACT",actmapi_cz4,42,1065,6.01,4.96,10.0,6.2,7.23,3.26,1.632,0.757,"{""RZ1"": 178564, ""CF"": 37257, ""PRZ1"": 72541, ""TSZ1"": 33766, ""RZ2"": 306436, ""CZ4"": 12168}",1406,5.08,"[{""name"": ""Colonics Canberra"", ""rating"": 5, ""reviews"": 38}, {""name"": ""Rosie's at Evatt"", ""rating"": 5, ""reviews"": 28}, {""name"": ""Golden Looks Salon"", ""rating"": 5, ""reviews"": 18}]"
actmapi_cz4_m35d25642_149d07889,Local Centre — Aranda,-35.25642329902708,149.07888689608967,"Aranda, ACT",actmapi_cz4,33,1191,5.76,5.79,3.33,3.15,4.39,2.66,1.33,0.571,"{""CF"": 72614, ""PRZ1"": 149254, ""RZ2"": 120474, ""CZ4"": 3359, ""RZ1"": 244899, ""TSZ1"": 49709}",1006,3.63,"[{""name"": ""St Vincent de Paul Catholic Church"", ""rating"": 5, ""reviews"": 6}, {""name"": ""Canberra Allied Health"", ""rating"": 5, ""reviews"": 4}, {""name"": ""Canberra Korean Catholic Church"", ""rating"": 5, ""reviews"": 4}]"
actmapi_cz4_m35d37297_149d08718,Local Centre — Torrens,-35.372973727316676,149.08717870367764,"Torrens, ACT",actmapi_cz4,44,739,5.58,4.01,3.33,1.97,3.76,2.43,1.215,0.84,"{""CF"": 37568, ""PRZ1"": 25064, ""PRZ2"": 4911, ""RZ2"": 115260, ""CZ4"": 9349, ""RZ1"": 421636, ""TSZ1"": 25592}",1233,4.45,"[{""name"": ""Japanese Head Spa Massage \u2013 Female / Couples Only (Home-Based)"", ""rating"": 5, ""reviews"": 27}, {""name"": ""Torrens Preschool"", ""rating"": 5, ""reviews"": 6}, {""name"": ""Colour Me Coach Canberra | Colour Analysis"", ""rating"": 5, ""reviews"": 6}]"
actmapi_cz4_m35d46514_149d08554,Local Centre — Gordon,-35.46514397188536,149.08553511695885,"Gordon, ACT",actmapi_cz4,15,71,6.05,1.27,0.0,5.22,2.81,2.0,1.0,0.785,"{""RZ1"": 501604, ""CF"": 4017, ""TSZ2"": 826, ""PRZ1"": 49378, ""NUZ3"": 41729, ""TSZ1"": 36640, ""CZ4"": 4459}",1539,5.57,"[{""name"": ""Jordan's garden equipment service and repairs"", ""rating"": 5, ""reviews"": 5}, {""name"": ""Knoke Av after Clem Hill St"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Gordon Thai Remedial Massage"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d38413_149d07216,Local Centre — Kambah,-35.384126102006206,149.07216402039012,"Kambah, ACT",actmapi_cz4,18,253,4.53,3.6,5.0,5.22,4.65,2.62,1.31,0.738,"{""RZ1"": 325612, ""CF"": 43106, ""PRZ1"": 87986, ""TSZ1"": 32837, ""CZ4"": 3650, ""RZ2"": 146101}",1147,4.14,"[{""name"": ""Eucalyptus Montessori"", ""rating"": 5, ""reviews"": 8}, {""name"": ""Village Creek Health Centre"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Imam Hasan Centre Canberra"", ""rating"": 4.8, ""reviews"": 24}]"
actmapi_cz4_m35d21344_149d09557,Local Centre — Giralang,-35.213437161026626,149.0955667951656,"Giralang, ACT",actmapi_cz4,40,295,4.51,2.2,8.33,5.89,5.66,2.33,1.165,0.632,"{""RZ1"": 338514, ""CF"": 37049, ""PRZ1"": 170161, ""TSZ1"": 16468, ""RZ2"": 66684, ""CZ4"": 11798}",917,3.3,"[{""name"": ""Tobacconist & Co. Giralang"", ""rating"": 5, ""reviews"": 21}, {""name"": ""Wattle Resumes"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Madame Carole Tarot Readings"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d18306_149d09812,Local Centre — Nicholls,-35.183057444431284,149.09811739890816,"Nicholls, ACT",actmapi_cz4,31,1168,4.65,5.89,7.5,5.89,6.14,2.0,1.0,0.424,"{""RZ1"": 271610, ""CF"": 93768, ""PRZ1"": 114050, ""PRZ2"": 114087, ""TSZ1"": 34212, ""CZ4"": 13162}",903,3.25,"[{""name"": ""Euro Speciality Automotive"", ""rating"": 5, ""reviews"": 284}, {""name"": ""Independent Driving School"", ""rating"": 5, ""reviews"": 73}, {""name"": ""Canberra Dhamma Vihara"", ""rating"": 5, ""reviews"": 3}]"
actmapi_cz4_m35d25889_149d06336,Local Centre — Cook,-35.2588920782982,149.0633587309174,"Cook, ACT",actmapi_cz4,53,1922,5.79,5.8,7.5,5.43,6.32,2.35,1.177,0.737,"{""CF"": 39516, ""PRZ1"": 64476, ""TSZ1"": 50671, ""RZ2"": 83307, ""CZ4"": 13442, ""RZ1"": 388612, ""DES"": 242}",1231,4.45,"[{""name"": ""Emma Strapps Shiatsu - Massage Belconnen, Cook, Canberra, Acupressure Therapist"", ""rating"": 5, ""reviews"": 10}, {""name"": ""Koala Playschool"", ""rating"": 5, ""reviews"": 5}, {""name"": ""PRESTIGE OYSTERS"", ""rating"": 5, ""reviews"": 4}]"
actmapi_cz4_m35d38851_149d05191,Local Centre — Kambah,-35.388506370189084,149.05191256577396,"Kambah, ACT",actmapi_cz4,16,172,3.74,3.01,4.17,4.08,3.81,2.9,1.448,0.86,"{""RZ1"": 303539, ""PRZ1"": 47877, ""TSZ1"": 39122, ""RZ2"": 246050, ""CZ4"": 2596}",1162,4.2,"[{""name"": ""Goddess Complexions & Beauty"", ""rating"": 5, ""reviews"": 21}, {""name"": ""Kendra Healing Arts"", ""rating"": 5, ""reviews"": 15}, {""name"": ""Ashok House"", ""rating"": 5, ""reviews"": 2}]"
actmapi_cz4_m35d36150_149d05716,Local Centre — Fisher,-35.361503680449786,149.05716225251703,"Fisher, ACT",actmapi_cz4,36,1470,5.82,6.08,7.5,2.0,5.7,3.17,1.585,0.803,"{""RZ1"": 213070, ""CF"": 1888, ""PRZ1"": 57649, ""TSZ1"": 44379, ""RZ2"": 300233, ""CZ4"": 16173, ""DES"": 6050}",1377,4.98,"[{""name"": ""Chinese Therapy Centre"", ""rating"": 5, ""reviews"": 16}, {""name"": ""ProArb Trees"", ""rating"": 5, ""reviews"": 14}, {""name"": ""CODE Z AUSTRALIA"", ""rating"": 5, ""reviews"": 13}]"
actmapi_cz4_m35d43059_149d08115,Local Centre — Bonython,-35.43059348351229,149.08114751698113,"Bonython, ACT",actmapi_cz4,29,128,6.16,1.14,6.67,0.67,4.24,2.0,1.0,0.614,"{""RZ1"": 392605, ""CF"": 50087, ""PRZ1"": 64805, ""NUZ3"": 45285, ""TSZ1"": 81099, ""CZ4"": 5028}",1167,4.21,"[{""name"": ""Rise Holistic"", ""rating"": 5, ""reviews"": 14}, {""name"": ""Canberra Traditional Karate Centre - Bonython"", ""rating"": 5, ""reviews"": 6}, {""name"": ""Fancy Pooch Pet Styling By Jade"", ""rating"": 5, ""reviews"": 4}]"
actmapi_cz4_m35d19863_149d04420,Local Centre — Charnwood,-35.19863369137756,149.04419802873707,"Charnwood, ACT",actmapi_cz4,20,300,4.9,3.76,2.5,3.59,3.57,2.35,1.173,0.834,"{""RZ1"": 441874, ""PRZ1"": 65006, ""TSZ1"": 36710, ""RZ2"": 92314, ""CZ4"": 4862}",1325,4.79,"[{""name"": ""Capital Guitar Repair"", ""rating"": 5, ""reviews"": 25}, {""name"": ""Gibsons Pest Control"", ""rating"": 5, ""reviews"": 2}, {""name"": ""Liquor Legends Top Shop"", ""rating"": 4.7, ""reviews"": 113}]"
actmapi_cz4_m35d22385_149d11155,Local Centre — Kaleen,-35.223853461782184,149.11155465430204,"Kaleen, ACT",actmapi_cz4,28,260,5.81,2.69,3.33,0.0,3.16,2.31,1.154,0.64,"{""NUZ3"": 9099, ""CF"": 65755, ""PRZ1"": 118078, ""RZ2"": 63050, ""CZ4"": 14698, ""RZ1"": 347016, ""TSZ1"": 22831}",1138,4.11,"[{""name"": ""Easy Flow Gutters"", ""rating"": 5, ""reviews"": 98}, {""name"": ""OJAQ BABA"", ""rating"": 5, ""reviews"": 29}, {""name"": ""ATODA"", ""rating"": 5, ""reviews"": 4}]"
actmapi_cz4_m35d43889_149d09762,Local Centre — Calwell,-35.43888983702605,149.09762327898997,"Calwell, ACT",actmapi_cz4,14,192,3.23,3.56,0.0,6.64,2.85,2.0,1.0,0.774,"{""RZ1"": 494308, ""PRZ1"": 73450, ""NUZ3"": 4982, ""TSZ1"": 61072, ""CZ4"": 5046}",1304,4.71,"[{""name"": ""Superior Plumbing and Gasfitting Canberra pty Ltd"", ""rating"": 5, ""reviews"": 183}, {""name"": ""The Silk Tree Guest House"", ""rating"": 4.7, ""reviews"": 3}, {""name"": ""Kinnane Playground"", ""rating"": 4.4, ""reviews"": 5}]"
actmapi_cz4_m35d33317_149d08010,Local Centre — Curtin,-35.33316534802062,149.08010292759346,"Curtin, ACT",actmapi_cz4,19,347,5.07,4.21,1.67,3.59,3.41,2.07,1.034,0.672,"{""RZ1"": 415419, ""TSZ1"": 30097, ""CF"": 45155, ""PRZ1"": 133246, ""RZ2"": 14610, ""CZ4"": 1042}",1141,4.12,"[{""name"": ""O'Briens Tree Services Canberra"", ""rating"": 5, ""reviews"": 75}, {""name"": ""UNIQ Personal Training"", ""rating"": 5, ""reviews"": 2}, {""name"": ""Theodore St before 2nd Holman St"", ""rating"": 5, ""reviews"": 2}]"
actmapi_cz4_m35d24623_149d07106,Local Centre — Belconnen,-35.246231785908066,149.07106106903254,"Belconnen, ACT",actmapi_cz4,28,321,6.85,3.15,0.0,7.8,3.9,4.49,2.247,0.411,"{""CF"": 25171, ""PRZ2"": 21932, ""PRZ1"": 149660, ""TSZ1"": 117328, ""RZ2"": 240346, ""RZ4"": 3437, ""CZ4"": 2710, ""CZ2"": 60429, ""RZ5"": 19357}",2282,8.27,"[{""name"": ""APro Canberra Painting Pty Ltd"", ""rating"": 5, ""reviews"": 152}, {""name"": ""Hooded Poncho Australia"", ""rating"": 5, ""reviews"": 12}, {""name"": ""Eastern Valley Way Wetlands"", ""rating"": 5, ""reviews"": 5}]"
actmapi_cz4_m35d23405_149d05971,Local Centre — Belconnen,-35.234046043789796,149.0597088599113,"Belconnen, ACT",actmapi_cz4,42,3698,5.12,7.9,9.17,7.93,7.66,3.66,1.847,0.396,"{""CF"": 5399, ""TSZ2"": 23788, ""PRZ1"": 105964, ""CZ1"": 2934, ""TSZ1"": 131905, ""RZ2"": 210543, ""CZ4"": 1922, ""RZ4"": 1532, ""CZ3"": 62141, ""CZ2"": 52521, ""RZ1"": 41787}",1578,5.71,"[{""name"": ""C3 Church"", ""rating"": 5, ""reviews"": 23}, {""name"": ""QBC SERVICES"", ""rating"": 5, ""reviews"": 5}, {""name"": ""Walk In Clinic for Animals"", ""rating"": 4.9, ""reviews"": 142}]"
actmapi_cz4_m35d21746_149d07448,Local Centre — Mckellar,-35.21746174309625,149.07447641416348,"Mckellar, ACT",actmapi_cz4,18,487,4.32,5.11,2.5,6.02,4.18,2.57,1.283,0.81,"{""RZ1"": 371975, ""CF"": 1356, ""PRZ1"": 70588, ""TSZ1"": 39869, ""RZ2"": 146984, ""CZ4"": 9882}",1382,5.0,"[{""name"": ""MKS Tiling"", ""rating"": 5, ""reviews"": 4}, {""name"": ""Power Flow Pilates"", ""rating"": 5, ""reviews"": 2}, {""name"": ""Linry Curtains"", ""rating"": 5, ""reviews"": 2}]"
actmapi_cz4_m35d21780_149d14063,Local Centre — Mitchell,-35.21779892397963,149.1406311263277,"Mitchell, ACT",actmapi_cz4,60,3552,4.9,6.96,3.33,1.85,4.15,0.0,0.0,0.0,"{""PRZ1"": 5007, ""NUZ1"": 23924, ""IZ1"": 154111, ""TSZ1"": 78423, ""IZ2"": 374768, ""CZ4"": 4381}",2,0.0,"[{""name"": ""T8 Photography"", ""rating"": 5, ""reviews"": 17}, {""name"": ""Subaroo Dismantlers"", ""rating"": 5, ""reviews"": 7}, {""name"": ""AUSEM DEVELOPMENT & CONSTRUCTION"", ""rating"": 5, ""reviews"": 3}]"
actmapi_cz4_m35d17046_149d06955,Local Centre — Hall,-35.17046189988862,149.06954988326845,"Hall, ACT",actmapi_cz4,59,1896,5.98,5.51,5.83,2.6,5.16,1.83,1.0,0.366,"{""RZ1"": 234856, ""CF"": 24775, ""PRZ1"": 148406, ""NUZ3"": 180102, ""TSZ1"": 30232, ""CZ4"": 22659}",102,0.34,"[{""name"": ""Venetia Major - Bespoke Jewellery"", ""rating"": 5, ""reviews"": 128}, {""name"": ""Ison Constructions"", ""rating"": 5, ""reviews"": 6}, {""name"": ""PBP Holistic Beauty Therapy"", ""rating"": 5, ""reviews"": 6}]"
actmapi_cz4_m35d24645_149d03188,Local Centre — Hawker,-35.24644865893029,149.03187840298503,"Hawker, ACT",actmapi_cz4,18,89,5.62,1.36,1.67,1.17,2.5,2.0,1.0,0.581,"{""NUZ3"": 32199, ""RZ1"": 372196, ""TSZ1"": 55340, ""CF"": 91689, ""PRZ1"": 87702, ""CZ4"": 1147}",813,2.93,"[{""name"": ""Tanumbirini Street Playground"", ""rating"": 5, ""reviews"": 2}, {""name"": ""Hawker College Murranji St"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Canberra City Band"", ""rating"": 4.9, ""reviews"": 10}]"
actmapi_cz4_m35d41685_149d09873,Local Centre — Monash,-35.416849474571116,149.09872897789103,"Monash, ACT",actmapi_cz4,10,162,6.59,3.93,0.0,0.0,2.43,3.06,1.531,0.674,"{""RZ1"": 202141, ""CF"": 42071, ""TSZ2"": 10684, ""PRZ1"": 61335, ""TSZ1"": 90597, ""RZ2"": 228838, ""CZ4"": 3352}",1191,4.3,"[{""name"": ""LillyPilly Early Education Centre Monash"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Monash Shops Cockcroft Av"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Goodwin Village Barraclough Cr"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d33651_149d04417,Local Centre — Holder,-35.336509762441075,149.04417020842752,"Holder, ACT",actmapi_cz4,29,159,6.35,1.57,9.17,3.15,5.74,2.55,1.274,0.758,"{""RZ1"": 351963, ""TSZ1"": 30217, ""CF"": 39727, ""PRZ1"": 81302, ""RZ2"": 132988, ""CZ4"": 3477}",1183,4.27,"[{""name"": ""Ceramic Car Lab"", ""rating"": 5, ""reviews"": 6}, {""name"": ""JV Business Insurance"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Holder Family Practice"", ""rating"": 5, ""reviews"": 2}]"
actmapi_cz4_m35d21884_149d03239,Local Centre — Latham,-35.218836697572954,149.03238900588389,"Latham, ACT",actmapi_cz4,39,313,4.92,2.37,3.33,6.64,4.2,2.29,1.146,0.666,"{""RZ1"": 364141, ""CF"": 36903, ""PRZ1"": 126353, ""TSZ1"": 43154, ""RZ2"": 62464, ""CZ4"": 7567}",1023,3.69,"[{""name"": ""Action Taekwondo Canberra: Latham"", ""rating"": 5, ""reviews"": 10}, {""name"": ""HEAL Medi Spa Canberra"", ""rating"": 5, ""reviews"": 4}, {""name"": ""Latham Playing Fields Playground"", ""rating"": 5, ""reviews"": 4}]"
actmapi_cz4_m35d17437_149d11982,Local Centre — Ngunnawal,-35.17436568081184,149.1198243546952,"Ngunnawal, ACT",actmapi_cz4,25,1195,5.46,6.45,8.33,6.25,6.82,2.0,1.0,0.525,"{""RZ1"": 336345, ""TSZ2"": 12043, ""PRZ1"": 65694, ""PRZ2"": 110289, ""TSZ1"": 111661, ""CZ4"": 4848}",1402,5.07,"[{""name"": ""Act Blinds Cleaning & Repair"", ""rating"": 5, ""reviews"": 73}, {""name"": ""Bold & Bronze Beaute"", ""rating"": 5, ""reviews"": 20}, {""name"": ""Matthew Foster Violin"", ""rating"": 5, ""reviews"": 11}]"
actmapi_cz4_m35d23997_149d12480,Local Centre — Lyneham,-35.23997440042198,149.12480149735973,"Lyneham, ACT",actmapi_cz4,60,1535,5.84,4.98,10.0,4.78,6.91,2.49,1.243,0.529,"{""RZ1"": 256127, ""CF"": 43974, ""PRZ1"": 48033, ""PRZ2"": 132448, ""TSZ1"": 60503, ""RZ2"": 82381, ""CZ4"": 16565, ""CZ6"": 386}",833,3.0,"[{""name"": ""Northside Framing"", ""rating"": 5, ""reviews"": 64}, {""name"": ""Mangata Massage"", ""rating"": 5, ""reviews"": 43}, {""name"": ""Northside Massage and Nutrition"", ""rating"": 5, ""reviews"": 19}]"
actmapi_cz4_m35d33267_149d15376,Local Centre — Narrabundah,-35.33267101984572,149.15375832385095,"Narrabundah, ACT",actmapi_cz4,60,2946,5.77,6.51,9.17,5.43,7.04,2.37,1.186,0.833,"{""CF"": 35309, ""PRZ2"": 4330, ""PRZ1"": 58913, ""CZ4"": 8414, ""RZ1"": 433575, ""RZ2"": 99184}",1252,4.52,"[{""name"": ""MyGoTo - Finance & Legal (Mortgage Brokers & Property Lawyers)"", ""rating"": 5, ""reviews"": 178}, {""name"": ""Someday Property"", ""rating"": 5, ""reviews"": 131}, {""name"": ""Pura Holistic Studio - Narrabundah"", ""rating"": 5, ""reviews"": 115}]"
actmapi_cz4_m35d45013_149d08397,Local Centre — Gordon,-35.45013477370905,149.0839689512941,"Gordon, ACT",actmapi_cz4,27,870,5.6,5.51,10.0,3.15,6.63,2.28,1.141,0.657,"{""RZ1"": 360296, ""PRZ1"": 124382, ""NUZ4"": 41284, ""TSZ1"": 48840, ""RZ2"": 59283, ""CZ4"": 4594}",1044,3.77,"[{""name"": ""The Hoist Whisperer"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Preddey Way at Fingleton Cr"", ""rating"": 5, ""reviews"": 1}, {""name"": ""Caroline Deeble"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d41355_149d10966,Local Centre — Gowrie,-35.41355138626289,149.1096621879922,"Gowrie, ACT",actmapi_cz4,30,846,5.79,5.21,9.17,6.96,7.09,2.51,1.254,0.669,"{""RZ1"": 318755, ""CF"": 44105, ""PRZ1"": 126701, ""TSZ1"": 36130, ""RZ2"": 108596, ""CZ4"": 4776}",967,3.49,"[{""name"": ""Foundation Physio & Pilates"", ""rating"": 5, ""reviews"": 15}, {""name"": ""CG Brows and Beauty"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Local Liquor"", ""rating"": 5, ""reviews"": 1}]"
actmapi_cz4_m35d39096_149d16786,Local Centre — Hume,-35.390962623596195,149.1678599841025,"Hume, ACT",actmapi_cz4,60,1310,5.77,4.61,6.67,2.94,5.29,0.0,0.0,0.0,"{""DES"": 79981, ""IZ1"": 499932, ""TSZ2"": 16775, ""CZ4"": 1895}",1,0.0,"[{""name"": ""B NOTICED INTERIORS & INSULATION"", ""rating"": 5, ""reviews"": 151}, {""name"": ""Pac L\u00e9 Mond"", ""rating"": 5, ""reviews"": 57}, {""name"": ""Burgermaker"", ""rating"": 5, ""reviews"": 40}]"
actmapi_cz4_m35d36779_149d11175,Local Centre — Isaacs,-35.36779245791222,149.11174957925925,"Isaacs, ACT",actmapi_cz4,43,499,6.11,3.18,9.17,1.66,5.7,2.87,1.437,0.509,"{""DES"": 44286, ""RZ1"": 183675, ""CF"": 17434, ""PRZ1"": 184815, ""NUZ3"": 859, ""TSZ1"": 61248, ""RZ2"": 142437, ""CZ4"": 5472}",964,3.48,"[{""name"": ""Baba G's Farm Quality Pet and Stock Feed"", ""rating"": 5, ""reviews"": 23}, {""name"": ""Stavridis Group"", ""rating"": 5, ""reviews"": 13}, {""name"": ""Les Ellis & Associates"", ""rating"": 5, ""reviews"": 9}]"
actmapi_cz4_m35d33919_149d07660,Local Centre — Lyons,-35.33918918128284,149.07660269338675,"Lyons, ACT",actmapi_cz4,26,287,5.62,3.06,6.67,7.8,5.91,2.85,1.424,0.69,"{""DES"": 2820, ""RZ1"": 257761, ""RZ2"": 181903, ""TSZ1"": 42917, ""CF"": 26067, ""RZ5"": 169, ""PRZ1"": 120724, ""CZ4"": 5846, ""RZ4"": 1459}",1446,5.23,"[{""name"": ""Lyons Friendly Grocer"", ""rating"": 5, ""reviews"": 30}, {""name"": ""Corporate Accounting Solutions"", ""rating"": 5, ""reviews"": 5}, {""name"": ""Lyons Play Ground"", ""rating"": 5, ""reviews"": 2}]"
